event_name,event_date,fighter1_name,fighter2_name,winner_name,fighter1_odds,fighter2_odds
ufc-283,Jan 21 2023,Ismael Bonfim,Terrance McKinney,Ismael Bonfim,+105,-125
ufc-283,Jan 21 2023,Warlley Alves,Nicolas Dalby,Nicolas Dalby,-125,+105
ufc-283,Jan 21 2023,Josiane Nunes,Zarah Fairn,Josiane Nunes,-540,+420
ufc-283,Jan 21 2023,Saimon Oliveira,Daniel Marcos,Daniel Marcos,-145,+125
ufc-fight-night-february-04-2023,Feb 5 2023,Derrick Lewis,Serghei Spivac,Serghei Spivac,+255,-305
ufc-fight-night-february-04-2023,Feb 5 2023,Da Woon Jung,Devin Clark,Devin Clark,-275,+230
ufc-fight-night-february-04-2023,Feb 5 2023,Marcin Tybura,Blagoy Ivanov,Marcin Tybura,-135,+115
ufc-fight-night-february-04-2023,Feb 5 2023,Dooho Choi,Kyle Nelson,,-195,+165
ufc-fight-night-february-04-2023,Feb 5 2023,Yusaku Kinoshita,Adam Fugitt,Adam Fugitt,-350,+290
ufc-fight-night-february-04-2023,Feb 5 2023,Jeka Saragih,Anshul Jubli,Anshul Jubli,-130,+110
ufc-fight-night-february-04-2023,Feb 5 2023,JeongYeong Lee,Yizha,JeongYeong Lee,-230,+195
ufc-fight-night-february-04-2023,Feb 5 2023,Toshiomi Kazama,Rinya Nakamura,Rinya Nakamura,+380,-475
ufc-fight-night-february-04-2023,Feb 5 2023,SeungGuk Choi,HyunSung Park,HyunSung Park,+180,-210
ufc-fight-night-february-04-2023,Feb 5 2023,JunYong Park,Denis Tiuliulin,JunYong Park,-215,+185
ufc-fight-night-february-04-2023,Feb 5 2023,Tatsuro Taira,Jesus Aguilar,Tatsuro Taira,-1250,+800
ufc-284,Feb 11 2023,Islam Makhachev,Alexander Volkanovski,Islam Makhachev,-,-
ufc-284,Feb 11 2023,Yair Rodriguez,Josh Emmett,Yair Rodriguez,-165,+140
ufc-284,Feb 11 2023,Jack Della Maddalena,Randy Brown,Jack Della Maddalena,-305,+255
ufc-284,Feb 11 2023,Justin Tafa,Parker Porter,Justin Tafa,-140,+120
ufc-284,Feb 11 2023,Jimmy Crute,Alonzo Menifield,,-230,+195
ufc-284,Feb 11 2023,Tyson Pedro,Modestas Bukauskas,Modestas Bukauskas,-250,+210
ufc-284,Feb 11 2023,Josh Culibao,Melsik Baghdasaryan,Josh Culibao,-110,-110
ufc-284,Feb 11 2023,Shannon Ross,Kleydson Rodrigues,Kleydson Rodrigues,-,-
ufc-284,Feb 11 2023,Jamie Mullarkey,Francisco Prado,Jamie Mullarkey,-,-
ufc-284,Feb 11 2023,Jack Jenkins,Don Shainis,Jack Jenkins,-,-
ufc-284,Feb 11 2023,Loma Lookboonmee,Elise Reed,Loma Lookboonmee,-280,+235
ufc-284,Feb 11 2023,Shane Young,Blake Bilder,Blake Bilder,-,-
ufc-284,Feb 11 2023,Zubaira Tukhugov,Elves Brener,Elves Brener,-,-
ufc-fight-night-february-18-2023,Feb 18 2023,Jéssica Andrade,Erin Blanchfield,,-,-
ufc-fight-night-february-18-2023,Feb 18 2023,Jordan Wright,Zac Pauga,Zac Pauga,+230,-275
ufc-fight-night-february-18-2023,Feb 18 2023,Josh Parisian,Jamal Pogues,Jamal Pogues,-,-
ufc-fight-night-february-18-2023,Feb 18 2023,William Knight,Marcin Prachnio,Marcin Prachnio,-115,-105
ufc-fight-night-february-18-2023,Feb 18 2023,Jim Miller,Alexander Hernandez,Alexander Hernandez,+190,-225
ufc-fight-night-february-18-2023,Feb 18 2023,Nazim Sadykhov,Evan Elder,Nazim Sadykhov,-,-
ufc-fight-night-february-18-2023,Feb 18 2023,Lina Lansberg,Mayra Bueno Silva,Mayra Bueno Silva,+370,-460
ufc-fight-night-february-18-2023,Feb 18 2023,Jamall Emmers,Khusein Askhabov,Jamall Emmers,-,-
ufc-fight-night-february-18-2023,Feb 18 2023,Ovince Saint Preux,Philipe Lins,Philipe Lins,+185,-215
ufc-fight-night-february-18-2023,Feb 18 2023,AJ Fletcher,Themba Gorimbo,AJ Fletcher,-,-
ufc-fight-night-february-18-2023,Feb 18 2023,Clayton Carpenter,Juancamilo Ronderos,Clayton Carpenter,-,-
ufc-fight-night-february-25-2023,Feb 25 2023,Andre Muniz,Brendan Allen,Brendan Allen,-160,+130
ufc-fight-night-february-25-2023,Feb 25 2023,Augusto Sakai,Don'Tale Mayes,Augusto Sakai,-125,+105
ufc-fight-night-february-25-2023,Feb 25 2023,Tatiana Suarez,Montana De La Rosa,Tatiana Suarez,-750,+550
ufc-fight-night-february-25-2023,Feb 25 2023,Mike Malott,Yohan Lainesse,Mike Malott,-210,+180
ufc-fight-night-february-25-2023,Feb 25 2023,Erick Gonzalez,Trevor Peek,Trevor Peek,+185,-215
ufc-fight-night-february-25-2023,Feb 25 2023,Jasmine Jasudavicius,Gabriella Fernandes,Jasmine Jasudavicius,+105,-125
ufc-fight-night-february-25-2023,Feb 25 2023,Jordan Leavitt,Victor Martinez,Jordan Leavitt,-120,+100
ufc-fight-night-february-25-2023,Feb 25 2023,Ode Osbourne,Charles Johnson,Ode Osbourne,+140,-165
ufc-fight-night-february-25-2023,Feb 25 2023,Joe Solecki,Carl Deaton,Joe Solecki,-580,+440
ufc-fight-night-february-25-2023,Feb 25 2023,Rafael Alves,Nurullo Aliev,Nurullo Aliev,+160,-190
ufc-285,Mar 4 2023,Jon Jones,Ciryl Gane,Jon Jones,-165,+140
ufc-285,Mar 4 2023,Valentina Shevchenko,Alexa Grasso,Alexa Grasso,-730,+530
ufc-285,Mar 4 2023,Geoff Neal,Shavkat Rakhmonov,Shavkat Rakhmonov,+390,-490
ufc-285,Mar 4 2023,Mateusz Gamrot,Jalin Turner,Mateusz Gamrot,-205,+175
ufc-285,Mar 4 2023,Bo Nickal,Jamie Pickett,Bo Nickal,-,-
ufc-285,Mar 4 2023,Cody Garbrandt,Trevin Jones,Cody Garbrandt,-175,+150
ufc-285,Mar 4 2023,Derek Brunson,Dricus Du Plessis,Dricus Du Plessis,+190,-225
ufc-285,Mar 4 2023,Viviane Araújo,Amanda Ribas,,+100,-120
ufc-285,Mar 4 2023,Julian Marquez,Marc-Andre Barriault,Marc-Andre Barriault,+130,-150
ufc-285,Mar 4 2023,Ian Machado Garry,Song Kenan,,-730,+530
ufc-285,Mar 4 2023,Mana Martinez,Cameron Saaiman,Cameron Saaiman,+255,-305
ufc-285,Mar 4 2023,Jessica Penne,Tabatha Ricci,Tabatha Ricci,+250,-300
ufc-285,Mar 4 2023,Da'Mon Blackshear,Farid Basharat,Farid Basharat,-,-
ufc-285,Mar 4 2023,Esteban Ribovics,Loik Radzhabov,Loik Radzhabov,-,-
ufc-fight-night-march-11-2023,Mar 11 2023,Petr Yan,Merab Dvalishvili,Merab Dvalishvili,-255,+215
ufc-fight-night-march-11-2023,Mar 11 2023,Alexander Volkov,Alexandr Romanov,Alexander Volkov,+130,-150
ufc-fight-night-march-11-2023,Mar 11 2023,Nikita Krylov,Ryan Spann,Nikita Krylov,-165,+140
ufc-fight-night-march-11-2023,Mar 11 2023,Said Nurmagomedov,Jonathan Martinez,Jonathan Martinez,-215,+185
ufc-fight-night-march-11-2023,Mar 11 2023,Mario Bautista,Guido Cannetti,Mario Bautista,-950,+650
ufc-fight-night-march-11-2023,Mar 11 2023,Vitor Petrino,Anton Turkalj,Vitor Petrino,-105,-115
ufc-fight-night-march-11-2023,Mar 11 2023,Karl Williams,Lukasz Brzeski,Karl Williams,-240,+200
ufc-fight-night-march-11-2023,Mar 11 2023,Raphael Assunção,Davey Grant,,+115,-135
ufc-fight-night-march-11-2023,Mar 11 2023,Sedriques Dumas,Josh Fremd,Josh Fremd,-210,+180
ufc-fight-night-march-11-2023,Mar 11 2023,Victor Henry,Tony Gravely,Victor Henry,-140,+120
ufc-fight-night-march-11-2023,Mar 11 2023,Ariane da Silva,JJ Aldrich,,+295,-360
ufc-fight-night-march-11-2023,Mar 11 2023,Tyson Nam,Bruno Silva,Bruno Silva,+165,-195
ufc-fight-night-march-11-2023,Mar 11 2023,Carlston Harris,Jared Gooden,Carlston Harris,-300,+250
ufc-286,Mar 18 2023,Leon Edwards,Kamaru Usman,Kamaru Usman,+200,-240
ufc-286,Mar 18 2023,Justin Gaethje,Rafael Fiziev,Justin Gaethje,+200,-240
ufc-286,Mar 18 2023,Gunnar Nelson,Bryan Barberena,Gunnar Nelson,-360,+295
ufc-286,Mar 18 2023,Jennifer Maia,Casey O'Neill,Jennifer Maia,+140,-165
ufc-286,Mar 18 2023,Marvin Vettori,Roman Dolidze,Marvin Vettori,-275,+230
ufc-286,Mar 18 2023,Jack Shore,Makwan Amirkhani,Jack Shore,-500,+400
ufc-286,Mar 18 2023,Chris Duncan,Omar Morales,Chris Duncan,-,-
ufc-286,Mar 18 2023,Sam Patterson,Yanal Ashmouz,Yanal Ashmouz,-,-
ufc-286,Mar 18 2023,Muhammad Mokaev,Jafel Filho,Muhammad Mokaev,-,-
ufc-286,Mar 18 2023,Lerone Murphy,Gabriel Santos,Lerone Murphy,-,-
ufc-286,Mar 18 2023,Christian Leroy Duncan,Duško Todorović,,-,-
ufc-286,Mar 18 2023,Jake Hadley,Malcolm Gordon,Jake Hadley,-410,+330
ufc-286,Mar 18 2023,Joanne Wood,Luana Carolina,Joanne Wood,-,-
ufc-286,Mar 18 2023,Jai Herbert,Ludovit Klein,,+165,-195
ufc-286,Mar 18 2023,Juliana Miller,Veronica Hardy,Veronica Hardy,-435,+350
ufc-fight-night-march-25-2023,Mar 25 2023,Marlon Vera,Cory Sandhagen,Cory Sandhagen,+140,-165
ufc-fight-night-march-25-2023,Mar 25 2023,Holly Holm,Yana Santos,Holly Holm,-245,+205
ufc-fight-night-march-25-2023,Mar 25 2023,Nate Landwehr,Austin Lingo,Nate Landwehr,-200,+170
ufc-fight-night-march-25-2023,Mar 25 2023,Andrea Lee,Maycee Barber,Maycee Barber,+220,-260
ufc-fight-night-march-25-2023,Mar 25 2023,Chidi Njokuani,Albert Duraev,Albert Duraev,-150,+130
ufc-fight-night-march-25-2023,Mar 25 2023,Daniel Pineda,Tucker Lutz,Daniel Pineda,+230,-275
ufc-fight-night-march-25-2023,Mar 25 2023,Steven Peterson,Lucas Alexander,Lucas Alexander,-155,+135
ufc-fight-night-march-25-2023,Mar 25 2023,Trevin Giles,Preston Parsons,Trevin Giles,-110,-110
ufc-fight-night-march-25-2023,Mar 25 2023,CJ Vergara,Daniel Lacerda,CJ Vergara,-250,+210
ufc-fight-night-march-25-2023,Mar 25 2023,Victor Altamirano,Vinicius Salvador,Victor Altamirano,-105,-115
ufc-287,Apr 8 2023,Alex Pereira,Israel Adesanya,Alex Pereira,+115,-135
ufc-287,Apr 8 2023,Gilbert Burns,Jorge Masvidal,Gilbert Burns,-490,+390
ufc-287,Apr 8 2023,Rob Font,Adrian Yanez,Rob Font,+155,-180
ufc-287,Apr 8 2023,Kevin Holland,Santiago Ponzinibbio,Kevin Holland,-245,+205
ufc-287,Apr 8 2023,Raul Rosas Jr.,Christian Rodriguez,Christian Rodriguez,-225,+190
ufc-287,Apr 8 2023,Chris Curtis,Kelvin Gastelum,Kelvin Gastelum,-,-
ufc-287,Apr 8 2023,Michelle Waterson-Gomez,Luana Pinheiro,Luana Pinheiro,-,-
ufc-287,Apr 8 2023,Gerald Meerschaert,Joe Pyfer,Joe Pyfer,+160,-190
ufc-287,Apr 8 2023,Cynthia Calvillo,Loopy Godinez,Loopy Godinez,+230,-275
ufc-287,Apr 8 2023,Ignacio Bahamondes,Trey Ogden,Ignacio Bahamondes,-345,+285
ufc-287,Apr 8 2023,Shayilan Nuerdanbieke,Steve Garcia,Steve Garcia,-,-
ufc-287,Apr 8 2023,Jaqueline Amorim,Sam Hughes,Sam Hughes,-,-
ufc-fight-night-april-15-2023,Apr 15 2023,Max Holloway,Arnold Allen,Max Holloway,-155,+135
ufc-fight-night-april-15-2023,Apr 15 2023,Edson Barboza,Billy Quarantillo,Edson Barboza,-,-
ufc-fight-night-april-15-2023,Apr 15 2023,Dustin Jacoby,Azamat Murzakanov,Azamat Murzakanov,-,-
ufc-fight-night-april-15-2023,Apr 15 2023,Tanner Boser,Ion Cutelaba,Ion Cutelaba,-,-
ufc-fight-night-april-15-2023,Apr 15 2023,Pedro Munhoz,Chris Gutierrez,Pedro Munhoz,-,-
ufc-fight-night-april-15-2023,Apr 15 2023,Clay Guida,Rafa Garcia,Rafa Garcia,-,-
ufc-fight-night-april-15-2023,Apr 15 2023,Bill Algeo,TJ Brown,Bill Algeo,-,-
ufc-fight-night-april-15-2023,Apr 15 2023,Brandon Royval,Matheus Nicolau,Brandon Royval,-,-
ufc-fight-night-april-15-2023,Apr 15 2023,Zak Cummings,Ed Herman,Zak Cummings,-,-
ufc-fight-night-april-15-2023,Apr 15 2023,Gillian Robertson,Piera Rodriguez,Gillian Robertson,-,-
ufc-fight-night-april-15-2023,Apr 15 2023,Lando Vannata,Daniel Zellhuber,Daniel Zellhuber,-,-
ufc-fight-night-april-15-2023,Apr 15 2023,Bruna Brasil,Denise Gomes,Denise Gomes,-,-
ufc-fight-night-april-15-2023,Apr 15 2023,Aaron Phillips,Gaston Bolanos,Gaston Bolanos,-,-
ufc-fight-night-april-15-2023,Apr 15 2023,Joselyne Edwards,Lucie Pudilova,Joselyne Edwards,-,-
ufc-fight-night-april-22-2023,Apr 22 2023,Sergei Pavlovich,Curtis Blaydes,Sergei Pavlovich,+120,-140
ufc-fight-night-april-22-2023,Apr 22 2023,Brad Tavares,Bruno Silva,Bruno Silva,-165,+140
ufc-fight-night-april-22-2023,Apr 22 2023,King Green,Jared Gordon,,-260,+220
ufc-fight-night-april-22-2023,Apr 22 2023,Iasmin Lucindo,Brogan Walker,Iasmin Lucindo,-380,+290
ufc-fight-night-april-22-2023,Apr 22 2023,Jeremiah Wells,Matthew Semelsberger,Jeremiah Wells,-110,-110
ufc-fight-night-april-22-2023,Apr 22 2023,Ricky Glenn,Christos Giagos,Christos Giagos,-155,+135
ufc-fight-night-april-22-2023,Apr 22 2023,Rani Yahya,Montel Jackson,Montel Jackson,+450,-600
ufc-fight-night-april-22-2023,Apr 22 2023,Karol Rosa,Norma Dumont,Norma Dumont,+195,-240
ufc-fight-night-april-22-2023,Apr 22 2023,Mohammed Usman,Junior Tafa,Mohammed Usman,-,-
ufc-fight-night-april-22-2023,Apr 22 2023,Francis Marshall,William Gomis,William Gomis,-,-
ufc-fight-night-april-22-2023,Apr 22 2023,Brady Hiestand,Batgerel Danaa,Brady Hiestand,-,-
ufc-fight-night-april-29-2023,Apr 29 2023,Song Yadong,Ricky Simon,Song Yadong,+100,-120
ufc-fight-night-april-29-2023,Apr 29 2023,Caio Borralho,Michal Oleksiejczuk,Caio Borralho,-365,+300
ufc-fight-night-april-29-2023,Apr 29 2023,Rodolfo Vieira,Cody Brundage,Rodolfo Vieira,-230,+195
ufc-fight-night-april-29-2023,Apr 29 2023,Julian Erosa,Fernando Padilla,Fernando Padilla,-,-
ufc-fight-night-april-29-2023,Apr 29 2023,Marcos Rogerio de Lima,Waldo Cortes Acosta,,-190,+160
ufc-fight-night-april-29-2023,Apr 29 2023,Josh Quinlan,Trey Waters,Trey Waters,-,-
ufc-fight-night-april-29-2023,Apr 29 2023,Martin Buday,Jake Collier,Martin Buday,-105,-115
ufc-fight-night-april-29-2023,Apr 29 2023,Cody Durden,Charles Johnson,Cody Durden,+120,-140
ufc-fight-night-april-29-2023,Apr 29 2023,Stephanie Egger,Irina Alekseeva,Irina Alekseeva,-,-
ufc-fight-night-april-29-2023,Apr 29 2023,Journey Newson,Marcus McGhee,Marcus McGhee,-135,+115
ufc-fight-night-april-29-2023,Apr 29 2023,Hailey Cowan,Jamey-Lyn Horth,Jamey-Lyn Horth,-,-
ufc-288,May 6 2023,Aljamain Sterling,Henry Cejudo,Aljamain Sterling,-110,-110
ufc-288,May 6 2023,Belal Muhammad,Gilbert Burns,Belal Muhammad,+105,-125
ufc-288,May 6 2023,Jéssica Andrade,Yan Xiaonan,,-190,+160
ufc-288,May 6 2023,Movsar Evloev,Diego Lopes,Movsar Evloev,-260,+220
ufc-288,May 6 2023,Kron Gracie,Charles Jourdain,Charles Jourdain,+145,-170
ufc-288,May 6 2023,Drew Dober,Matt Frevola,Matt Frevola,-210,+180
ufc-288,May 6 2023,Kennedy Nzechukwu,Devin Clark,Kennedy Nzechukwu,-180,+155
ufc-288,May 6 2023,Khaos Williams,Rolando Bedoya,Khaos Williams,-,-
ufc-288,May 6 2023,Marina Rodriguez,Virna Jandiroba,Virna Jandiroba,-140,+120
ufc-288,May 6 2023,Braxton Smith,Parker Porter,Parker Porter,-,-
ufc-288,May 6 2023,Phil Hawes,Ikram Aliskerov,Ikram Aliskerov,-,-
ufc-288,May 6 2023,Joseph Holmes,Claudio Ribeiro,Claudio Ribeiro,+140,-165
ufc-fight-night-may-13-2023,May 13 2023,Jairzinho Rozenstruik,Jailton Almeida,Jailton Almeida,+400,-500
ufc-fight-night-may-13-2023,May 13 2023,Anthony Smith,Johnny Walker,Johnny Walker,-110,-110
ufc-fight-night-may-13-2023,May 13 2023,Daniel Rodriguez,Ian Machado Garry,,+250,-300
ufc-fight-night-may-13-2023,May 13 2023,Carlos Ulberg,Ihor Potieria,Carlos Ulberg,-425,+340
ufc-fight-night-may-13-2023,May 13 2023,Tim Means,Alex Morono,Alex Morono,+185,-215
ufc-fight-night-may-13-2023,May 13 2023,Matt Brown,Court McGee,Matt Brown,+185,-215
ufc-fight-night-may-13-2023,May 13 2023,Karl Williams,Chase Sherman,Karl Williams,-410,+330
ufc-fight-night-may-13-2023,May 13 2023,Cody Stamann,Douglas Silva de Andrade,Douglas Silva de Andrade,-155,+135
ufc-fight-night-may-13-2023,May 13 2023,Ji Yeon Kim,Mandy Böhm,,-230,+195
ufc-fight-night-may-13-2023,May 13 2023,Bryan Battle,Gabe Green,Bryan Battle,+115,-135
ufc-fight-night-may-13-2023,May 13 2023,Jessica-Rose Clark,Tainara Lisboa,Tainara Lisboa,-,-
ufc-fight-night-may-20-2023,May 20 2023,Mackenzie Dern,Angela Hill,Mackenzie Dern,-170,+145
ufc-fight-night-may-20-2023,May 20 2023,Edmen Shahbazyan,Anthony Hernandez,Anthony Hernandez,-,-
ufc-fight-night-may-20-2023,May 20 2023,Emily Ducote,Loopy Godinez,Loopy Godinez,+135,-155
ufc-fight-night-may-20-2023,May 20 2023,Andre Fialho,Joaquin Buckley,Joaquin Buckley,+190,-225
ufc-fight-night-may-20-2023,May 20 2023,Diego Ferreira,Michael Johnson,Diego Ferreira,-155,+135
ufc-fight-night-may-20-2023,May 20 2023,Maheshate,Viacheslav Borshchev,Viacheslav Borshchev,-,-
ufc-fight-night-may-20-2023,May 20 2023,Karolina Kowalkiewicz,Vanessa Demopoulos,Karolina Kowalkiewicz,-130,+110
ufc-fight-night-may-20-2023,May 20 2023,Orion Cosce,Gilbert Urbina,Gilbert Urbina,-,-
ufc-fight-night-may-20-2023,May 20 2023,Ilir Latifi,Rodrigo Nascimento,Rodrigo Nascimento,+180,-210
ufc-fight-night-may-20-2023,May 20 2023,Chase Hooper,Nick Fiore,Chase Hooper,-,-
ufc-fight-night-may-20-2023,May 20 2023,Natalia Silva,Victoria Leonardo,Natalia Silva,-900,+625
ufc-fight-night-may-20-2023,May 20 2023,Takashi Sato,Themba Gorimbo,Themba Gorimbo,+105,-125
ufc-fight-night-june-03-2023,Jun 3 2023,Kai Kara-France,Amir Albazi,Amir Albazi,-110,-110
ufc-fight-night-june-03-2023,Jun 3 2023,Alex Caceres,Daniel Pineda,Alex Caceres,-180,+155
ufc-fight-night-june-03-2023,Jun 3 2023,Jim Miller,Jesse Butler,Jim Miller,-240,+200
ufc-fight-night-june-03-2023,Jun 3 2023,Tim Elliott,Victor Altamirano,Tim Elliott,-180,+155
ufc-fight-night-june-03-2023,Jun 3 2023,Karine Silva,Ketlen Souza,Karine Silva,-215,+185
ufc-fight-night-june-03-2023,Jun 3 2023,Abubakar Nurmagomedov,Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos,-115,-105
ufc-fight-night-june-03-2023,Jun 3 2023,Daniel Santos,Johnny Munoz,Daniel Santos,-215,+185
ufc-fight-night-june-03-2023,Jun 3 2023,Andrei Arlovski,Don'Tale Mayes,Don'Tale Mayes,+115,-135
ufc-fight-night-june-03-2023,Jun 3 2023,John Castaneda,Muin Gafurov,John Castaneda,-140,+120
ufc-fight-night-june-03-2023,Jun 3 2023,Jamie Mullarkey,Muhammad Naimov,Muhammad Naimov,-460,+370
ufc-fight-night-june-03-2023,Jun 3 2023,Elise Reed,Jinh Yu Frey,Elise Reed,-130,+110
ufc-fight-night-june-03-2023,Jun 3 2023,Da'Mon Blackshear,Luan Lacerda,Da'Mon Blackshear,+130,-150
ufc-fight-night-june-03-2023,Jun 3 2023,Philipe Lins,Max Grishin,,+110,-130
ufc-289,Jun 10 2023,Amanda Nunes,Irene Aldana,Amanda Nunes,-320,+265
ufc-289,Jun 10 2023,Charles Oliveira,Beneil Dariush,Charles Oliveira,+125,-145
ufc-289,Jun 10 2023,Mike Malott,Adam Fugitt,Mike Malott,-205,+175
ufc-289,Jun 10 2023,Dan Ige,Nate Landwehr,Dan Ige,-260,+220
ufc-289,Jun 10 2023,Marc-Andre Barriault,Eryk Anders,Marc-Andre Barriault,-135,+115
ufc-289,Jun 10 2023,Nassourdine Imavov,Chris Curtis,,-155,+135
ufc-289,Jun 10 2023,Miranda Maverick,Jasmine Jasudavicius,Jasmine Jasudavicius,-295,+245
ufc-289,Jun 10 2023,Aiemann Zahabi,Aoriqileng,Aiemann Zahabi,+100,-120
ufc-289,Jun 10 2023,Kyle Nelson,Blake Bilder,Kyle Nelson,+200,-240
ufc-289,Jun 10 2023,David Dvorak,Steve Erceg,Steve Erceg,-265,+225
ufc-289,Jun 10 2023,Diana Belbita,Maria Oliveira,Diana Belbita,-120,+100
ufc-fight-night-june-17-2023,Jun 17 2023,Marvin Vettori,Jared Cannonier,Jared Cannonier,-125,+105
ufc-fight-night-june-17-2023,Jun 17 2023,Arman Tsarukyan,Joaquim Silva,Arman Tsarukyan,-1050,+700
ufc-fight-night-june-17-2023,Jun 17 2023,Armen Petrosyan,Christian Leroy Duncan,Armen Petrosyan,-,-
ufc-fight-night-june-17-2023,Jun 17 2023,Pat Sabatini,Lucas Almeida,Pat Sabatini,-200,+170
ufc-fight-night-june-17-2023,Jun 17 2023,Manuel Torres,Nikolas Motta,Manuel Torres,-175,+150
ufc-fight-night-june-17-2023,Jun 17 2023,Nicolas Dalby,Muslim Salikhov,Nicolas Dalby,+155,-180
ufc-fight-night-june-17-2023,Jun 17 2023,Jimmy Flick,Alessandro Costa,Alessandro Costa,+225,-265
ufc-fight-night-june-17-2023,Jun 17 2023,Kyung Ho Kang,Cristian Quiñonez,,-,-
ufc-fight-night-june-17-2023,Jun 17 2023,Carlos Hernandez,Denys Bondar,Carlos Hernandez,+110,-130
ufc-fight-night-june-17-2023,Jun 17 2023,Tereza Bleda,Gabriella Fernandes,Tereza Bleda,-225,+190
ufc-fight-night-june-17-2023,Jun 17 2023,Dan Argueta,Ronnie Lawrence,,+160,-190
ufc-fight-night-june-17-2023,Jun 17 2023,Zac Pauga,Modestas Bukauskas,Modestas Bukauskas,+165,-195
ufc-fight-night-june-24-2023,Jun 24 2023,Josh Emmett,Ilia Topuria,Ilia Topuria,+285,-345
ufc-fight-night-june-24-2023,Jun 24 2023,Amanda Ribas,Maycee Barber,Maycee Barber,-190,+160
ufc-fight-night-june-24-2023,Jun 24 2023,Austen Lane,Justin Tafa,,+150,-175
ufc-fight-night-june-24-2023,Jun 24 2023,David Onama,Gabriel Santos,David Onama,+185,-215
ufc-fight-night-june-24-2023,Jun 24 2023,Brendan Allen,Bruno Silva,Brendan Allen,-190,+160
ufc-fight-night-june-24-2023,Jun 24 2023,Neil Magny,Phil Rowe,Neil Magny,-165,+140
ufc-fight-night-june-24-2023,Jun 24 2023,Randy Brown,Wellington Turman,Randy Brown,-230,+195
ufc-fight-night-june-24-2023,Jun 24 2023,Mateusz Rębecki,Loik Radzhabov,,-155,+135
ufc-fight-night-june-24-2023,Jun 24 2023,Tabatha Ricci,Gillian Robertson,Tabatha Ricci,-135,+115
ufc-fight-night-june-24-2023,Jun 24 2023,Zhalgas Zhumagulov,Joshua Van,Joshua Van,-205,+175
ufc-fight-night-june-24-2023,Jun 24 2023,Trevor Peek,Chepe Mariscal,Chepe Mariscal,-125,+105
ufc-fight-night-june-24-2023,Jun 24 2023,Jamall Emmers,Jack Jenkins,Jack Jenkins,-200,+170
ufc-fight-night-june-24-2023,Jun 24 2023,Cody Brundage,Sedriques Dumas,Sedriques Dumas,-175,+150
ufc-fight-night-july-01-2023,Jul 1 2023,Sean Strickland,Abus Magomedov,Sean Strickland,-170,+145
ufc-fight-night-july-01-2023,Jul 1 2023,Damir Ismagulov,Grant Dawson,Grant Dawson,-145,+125
ufc-fight-night-july-01-2023,Jul 1 2023,Max Griffin,Michael Morales,Michael Morales,+170,-200
ufc-fight-night-july-01-2023,Jul 1 2023,Ariane da Silva,Melissa Gatto,,+140,-165
ufc-fight-night-july-01-2023,Jul 1 2023,Ismael Bonfim,Benoît Saint Denis,,-285,+240
ufc-fight-night-july-01-2023,Jul 1 2023,Brunno Ferreira,Nursulton Ruziboev,Nursulton Ruziboev,+140,-165
ufc-fight-night-july-01-2023,Jul 1 2023,Kevin Lee,Rinat Fakhretdinov,Rinat Fakhretdinov,+190,-225
ufc-fight-night-july-01-2023,Jul 1 2023,Joanderson Brito,Westin Wilson,Joanderson Brito,-,-
ufc-fight-night-july-01-2023,Jul 1 2023,Yana Santos,Karol Rosa,Karol Rosa,-,-
ufc-fight-night-july-01-2023,Jul 1 2023,Guram Kutateladze,Elves Brener,Elves Brener,-,-
ufc-fight-night-july-01-2023,Jul 1 2023,Ivana Petrovic,Luana Carolina,Luana Carolina,-,-
ufc-fight-night-july-01-2023,Jul 1 2023,Alexandr Romanov,Blagoy Ivanov,Alexandr Romanov,-,-
ufc-290,Jul 8 2023,Alexander Volkanovski,Yair Rodriguez,Alexander Volkanovski,-380,+290
ufc-290,Jul 8 2023,Brandon Moreno,Alexandre Pantoja,Alexandre Pantoja,-205,+175
ufc-290,Jul 8 2023,Robert Whittaker,Dricus Du Plessis,Dricus Du Plessis,-360,+280
ufc-290,Jul 8 2023,Jalin Turner,Dan Hooker,Dan Hooker,-280,+235
ufc-290,Jul 8 2023,Bo Nickal,Val Woodburn,Bo Nickal,-2100,+1100
ufc-290,Jul 8 2023,Robbie Lawler,Niko Price,Robbie Lawler,+195,-230
ufc-290,Jul 8 2023,Tatsuro Taira,Edgar Chairez,Tatsuro Taira,-975,+675
ufc-290,Jul 8 2023,Yazmin Jauregui,Denise Gomes,Denise Gomes,-390,+295
ufc-290,Jul 8 2023,Jimmy Crute,Alonzo Menifield,,-140,+120
ufc-290,Jul 8 2023,Vitor Petrino,Marcin Prachnio,Vitor Petrino,-230,+195
ufc-290,Jul 8 2023,Cameron Saaiman,Terrence Mitchell,Cameron Saaiman,-585,+420
ufc-290,Jul 8 2023,Shannon Ross,Jesus Aguilar,Jesus Aguilar,+125,-145
ufc-290,Jul 8 2023,Kamuela Kirk,Esteban Ribovics,Esteban Ribovics,+130,-150
ufc-fight-night-july-15-2023,Jul 15 2023,Holly Holm,Mayra Bueno Silva,,-170,+145
ufc-fight-night-july-15-2023,Jul 15 2023,Jack Della Maddalena,Bassil Hafez,Jack Della Maddalena,-625,+440
ufc-fight-night-july-15-2023,Jul 15 2023,Ottman Azaitar,Francisco Prado,Francisco Prado,-105,-115
